Pedal 1 Pressure,Pedal 2 Pressure,Pedal 3 Pressure,Pedal 4 Pressure,Pedal 6 Pressure,Pedal 7 Pressure,Pedal 1 Pressed,Pedal 2 Pressed,Pedal 3 Pressed,Pedal 4 Pressed,Pedal 5 Pressesd,Pedal 6 Pressed,Pedal 7 Pressed,Computer Time,timestamp
-1,25.48,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412379499512600
-1,25.48,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412379523999800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412379548000500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412379573031500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412379593030300
-1,25.48,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412379618034900
-1,25.48,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412379642252800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412379667254300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412379691251200
-1,25.48,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412379716437800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412379740952500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412379760971200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412379785952300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412379810004400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412379835013900
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412379859196300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412379884196500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412379904196600
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412379929710000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412379953710700
-1,25.48,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412379978710500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380003141500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380027267900
-1,25.48,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380048268600
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380072267300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380097288600
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380122270800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380146781800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380170779400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380195777800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380215785700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380240289100
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380265289100
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380289288800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380314312500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380338800300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380359800400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380383819700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380408803400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380433313500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380457312500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380482311900
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380502312500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380527451200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380551468600
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380576770100
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380600768200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380625277500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380646277600
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380670278900
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380695324700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380720329800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380744471700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380768470900
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380793471500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380813495000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380838601400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380862621000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380887602500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380912605800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380936752200
-1,25.48,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380957752200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412380981752200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381006752600
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381031282200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381055506500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381080522400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381100504800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381125027800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381150024100
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381174025500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381199023600
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381223029000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381248105800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381268105500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381293105800
-1,25.9,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381318108200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381342614800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381366614300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381391735700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381411737600
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381436268800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381460608400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381485609800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381510611400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381535116500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381555117000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381580117900
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381604118300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381628632100
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381653631300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381677633000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381702631100
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381722634000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381748140500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381772140800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381796651200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381821683800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381846189400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381866189300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381891191000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381916193400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381940230100
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381965228500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412381989368600
-1,25.9,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382010372700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382034503800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382059504300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382083617000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382108621000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382132465800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382153464100
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382177465300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382202463700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382226977400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382251274300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382276259000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382300455600
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382321460000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382345493700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382370492200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382394492300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382419513400
-1,25.9,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382443774600
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382464772000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382488772400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382513775900
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382538282900
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382563283000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382587283100
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382608283400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382632794300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382656794300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382681793500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382705795500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382731108400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382755107800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382776109000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382800109200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382825145200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382849231700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382874232700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382898252400
-1,25.48,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382919238300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382943742700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382968744500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412382992744100
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383017746900
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383042253000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383062252100
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383087252000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383111574200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383136081400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383161080000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383185081500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383206080200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383230592300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383254754900
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383279754100
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383303761300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383329266200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383353265800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383374267000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383398179200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383423166700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383447973700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383471973200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383496973500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383516977900
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383541483300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383566484600
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383591483600
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383615486600
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383639995400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383660995400
-1,25.48,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383684994600
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383709994100
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383734507400
-1,25.9,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383758506200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383783507400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383807508000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383828044000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383853044400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383877300700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383902272900
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383926778500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383951781700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383971782400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412383996801700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384020784900
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384045295700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384070294700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384094295100
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384115298600
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384139805200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384164804300
-1,25.9,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384188810600
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384213855500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384238347100
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384258348000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384283367200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384307347500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384332544800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384356545400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384381544400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384405544000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384426548300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384450605100
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384475585900
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384500585700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384524588300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384549832500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384569831900
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384594835200
-1,25.48,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384618837600
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384643305700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384668304200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384692305200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384713310700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384737820500
-1,25.9,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384761821400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384786823800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384811822700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384836397300
-1,25.9,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384860397400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384881396200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384905397200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384929913100
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384954915000
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412384980914900
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385003913300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385024918900
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385049433200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385073431900
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385098431100
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385122439600
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385146950700
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385167950600
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385191953800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385216956400
-1,25.9,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385241467700
-1,25.9,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385266468100
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385290471300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385311473900
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385335991900
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385359991900
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385384996100
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385408992300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385434510800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385458512400
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385479511200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385503510800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385528075300
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385553073800
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385577074600
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385602074100
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385622079800
-1,25.9,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385646594500
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385671608700
-1,25.9,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385696591200
-1,25.69,-1,-1,-1,-1,11.0,0,0,0,0,0,0,0,1721412385720599800
